,Fiyat,Oda,Alan,Yas,Konum,Kat
59062,1432,0,46,43,Kağıthane,13
59063,1330,0,61,1,Kağıthane,19
59064,278,0,315,61,Kağıthane,0
59065,708,1,11,71,Kağıthane,13
59066,1775,4,7,37,Kağıthane,18
59067,1104,1,26,24,Kağıthane,16
59068,1367,1,11,37,Kağıthane,16
59069,477,0,11,37,Kağıthane,11
59070,1432,0,276,60,Kağıthane,16
59071,1432,0,276,60,Kağıthane,16
59072,163,0,29,48,Kağıthane,15
59073,728,0,353,43,Kağıthane,14
59074,1432,0,276,60,Kağıthane,16
59075,1305,4,101,60,Kağıthane,14
59076,2020,0,344,37,Kağıthane,13
59077,1272,1,342,0,Kağıthane,11
59078,771,4,339,23,Kağıthane,15
59079,811,0,339,0,Kağıthane,0
59080,478,0,136,0,Kağıthane,14
59081,690,0,334,60,Kağıthane,19
59082,690,0,334,60,Kağıthane,19
59083,402,4,360,49,Kağıthane,0
59084,1264,4,1,78,Kağıthane,11
59085,992,4,141,1,Kağıthane,19
59086,451,0,360,32,Kağıthane,11
59087,1136,0,365,17,Kağıthane,13
59088,2022,1,31,71,Kağıthane,15
59089,1562,1,11,0,Kağıthane,19
59090,1367,1,11,37,Kağıthane,16
59091,1104,0,353,71,Kağıthane,11
59092,568,0,36,27,Kağıthane,0
59093,568,0,36,27,Kağıthane,0
59094,402,4,360,49,Kağıthane,0
59095,834,0,353,0,Kağıthane,0
59096,1367,1,11,37,Kağıthane,16
59097,1454,0,360,37,Kağıthane,0
59098,430,0,360,32,Kağıthane,14
59099,791,0,366,38,Kağıthane,14
59100,1546,4,81,60,Kağıthane,15
59101,1382,4,21,78,Kağıthane,1
59102,1264,4,51,37,Kağıthane,14
59103,853,1,1,0,Kağıthane,13
59104,1488,0,1,0,Kağıthane,11
59105,1330,4,21,78,Kağıthane,13
59106,1264,1,29,4,Kağıthane,13
59107,1180,4,338,48,Kağıthane,13
59108,1238,0,61,33,Kağıthane,19
59109,588,4,31,30,Kağıthane,0
59110,2084,0,41,48,Kağıthane,1
59111,452,4,34,0,Kağıthane,14
59112,708,0,332,0,Kağıthane,13
59113,1196,0,353,48,Kağıthane,14
59114,1136,0,36,48,Kağıthane,16
59115,1488,1,121,81,Kağıthane,15
59116,1136,0,36,48,Kağıthane,16
59117,1264,0,61,0,Kağıthane,14
59118,708,0,332,0,Kağıthane,13
59119,1821,1,41,60,Kağıthane,13
59120,1162,0,11,0,Kağıthane,15
59121,930,0,41,16,Kağıthane,0
59122,1367,1,41,60,Kağıthane,15
59123,1238,0,61,33,Kağıthane,19
59124,1546,0,51,37,Kağıthane,17
59125,1647,0,76,1,Kağıthane,14
59126,1647,0,76,1,Kağıthane,14
59127,709,0,34,0,Kağıthane,11
59128,550,0,31,1,Kağıthane,3
59129,902,0,1,4,Kağıthane,11
59130,1139,0,41,75,Kağıthane,0
59131,930,0,101,17,Kağıthane,15
59132,753,1,151,38,Kağıthane,14
59133,1136,0,36,48,Kağıthane,16
59134,1297,4,366,43,Kağıthane,14
59135,1149,0,11,49,Kağıthane,0
59136,1149,0,11,49,Kağıthane,0
59137,1495,0,306,37,Kağıthane,19
59138,1010,0,193,48,Kağıthane,11
59139,1552,0,81,2,Kağıthane,14
59140,1897,0,61,32,Kağıthane,14
59141,1897,0,61,32,Kağıthane,14
59142,1,0,21,0,Kağıthane,16
59143,1285,0,81,0,Kağıthane,13
59144,1897,0,61,32,Kağıthane,14
59145,1897,0,61,32,Kağıthane,14
59146,588,0,21,49,Kağıthane,0
59147,1025,0,218,0,Kağıthane,17
59148,207,0,347,37,Kağıthane,0
59149,615,0,339,48,Kağıthane,11
59150,1317,0,41,0,Kağıthane,17
59151,1149,0,11,49,Kağıthane,0
59152,1025,0,218,0,Kağıthane,17
59153,1317,0,41,0,Kağıthane,17
59154,465,0,71,32,Kağıthane,16
59155,1264,0,26,32,Kağıthane,13
59156,682,0,51,0,Kağıthane,14
59157,207,0,347,37,Kağıthane,0
59158,477,1,360,38,Kağıthane,14
59159,1454,4,360,0,Kağıthane,11
59160,232,0,322,43,Kağıthane,0
59161,1149,0,366,60,Kağıthane,0
59162,232,0,11,27,Kağıthane,13
59163,2136,1,31,4,Kağıthane,16
59164,207,0,347,37,Kağıthane,0
59165,1382,1,11,37,Kağıthane,13
59166,1125,0,141,0,Kağıthane,16
59167,1009,0,254,0,Kağıthane,18
59168,1317,4,31,4,Kağıthane,0
59169,1721,1,46,17,Kağıthane,14
59170,511,1,121,48,Kağıthane,19
59171,2035,1,339,23,Kağıthane,5
59172,1697,1,51,27,Kağıthane,14
59173,1697,1,51,27,Kağıthane,14
59174,753,0,86,32,Kağıthane,11
59175,205,0,121,48,Kağıthane,15
59176,1422,4,276,1,Kağıthane,15
59177,97,4,141,0,Kağıthane,3
59178,971,0,353,37,Kağıthane,11
59179,853,1,1,1,Kağıthane,0
59180,163,1,18,0,Kağıthane,19
59181,163,1,18,0,Kağıthane,19
59182,1257,4,31,32,Kağıthane,0
59183,64,0,111,8,Kağıthane,16
59184,1648,0,322,48,Kağıthane,13
59185,811,1,339,2,Kağıthane,14
59186,1264,0,11,33,Kağıthane,13
59187,1317,0,1,38,Kağıthane,11
59188,1317,0,1,38,Kağıthane,11
59189,1317,0,1,38,Kağıthane,11
59190,1024,0,368,0,Kağıthane,18
59191,617,0,353,0,Kağıthane,0
59192,642,0,360,17,Kağıthane,11
59193,617,0,353,0,Kağıthane,0
59194,1317,0,1,38,Kağıthane,11
59195,1211,0,1,60,Kağıthane,17
59196,1238,1,21,0,Kağıthane,0
59197,1951,0,36,0,Kağıthane,17
59198,1120,0,91,78,Kağıthane,11
59199,1238,1,21,0,Kağıthane,0
59200,1180,1,31,8,Kağıthane,0
59201,2035,1,339,23,Kağıthane,5
59202,387,0,1,17,Kağıthane,14
59203,2035,1,339,23,Kağıthane,5
59204,1264,0,350,37,Kağıthane,4
59205,1588,0,21,8,Kağıthane,0
59206,1588,0,21,8,Kağıthane,0
59207,1546,4,51,37,Kağıthane,5
59208,549,0,26,27,Kağıthane,16
59209,930,0,16,60,Kağıthane,13
59210,930,0,1,18,Kağıthane,13
59211,1196,1,26,32,Kağıthane,0
59212,1024,1,11,78,Kağıthane,13
59213,853,1,1,1,Kağıthane,0
59214,853,1,1,1,Kağıthane,0
59215,1264,1,41,27,Kağıthane,14
59216,1246,0,335,60,Kağıthane,4
59217,1196,0,46,60,Kağıthane,0
59218,971,0,46,71,Kağıthane,13
59219,1982,1,6,0,Kağıthane,17
59220,775,4,61,43,Kağıthane,16
59221,775,4,61,43,Kağıthane,16
59222,1697,0,36,60,Kağıthane,19
59223,753,0,1,12,Kağıthane,0
59224,13,4,26,60,Kağıthane,14
59225,13,4,26,60,Kağıthane,14
59226,1721,0,81,81,Kağıthane,14
59227,1982,1,6,0,Kağıthane,17
59228,1036,1,353,0,Kağıthane,14
59229,1752,0,347,0,Kağıthane,19
59230,1721,0,81,81,Kağıthane,14
59231,811,0,339,23,Kağıthane,11
59232,1317,1,315,0,Kağıthane,19
59233,1432,0,363,0,Kağıthane,0
59234,1700,0,51,19,Kağıthane,15
59235,577,0,353,75,Kağıthane,0
59236,577,0,353,75,Kağıthane,0
59237,1285,0,1,71,Kağıthane,11
59238,881,1,31,0,Kağıthane,13
59239,1488,1,41,30,Kağıthane,16
59240,1285,1,36,43,Kağıthane,13
59241,1578,0,101,23,Kağıthane,0
59242,753,3,347,78,Kağıthane,11
59243,1789,3,315,3,Kağıthane,14
59244,881,1,31,0,Kağıthane,13
59245,1432,0,332,0,Kağıthane,15
59246,1317,1,353,60,Kağıthane,11
59247,1238,1,21,0,Kağıthane,0
59248,1692,0,225,11,Kağıthane,0
59249,1692,0,225,11,Kağıthane,0
59250,1104,0,355,60,Kağıthane,11
59251,217,1,353,8,Kağıthane,13
59252,753,3,347,78,Kağıthane,11
59253,1933,1,11,60,Kağıthane,11
59254,708,0,347,60,Kağıthane,0
59255,1016,1,1,12,Kağıthane,0
59256,1124,0,360,81,Kağıthane,13
59257,834,0,5,38,Kağıthane,14
59258,834,0,5,38,Kağıthane,14
59259,1265,0,193,60,Kağıthane,5
59260,1576,1,61,0,Kağıthane,0
59261,1576,1,61,0,Kağıthane,0
59262,451,0,339,43,Kağıthane,14
59263,728,0,339,38,Kağıthane,15
59264,163,1,18,0,Kağıthane,19
59265,244,0,344,32,Kağıthane,15
59266,1700,0,51,19,Kağıthane,15
59267,2077,0,39,71,Kağıthane,15
59268,930,1,1,1,Kağıthane,18
59269,1068,1,6,71,Kağıthane,0
59270,1951,3,26,38,Kağıthane,14
59271,1578,0,101,23,Kağıthane,0
59272,1648,0,353,37,Kağıthane,0
59273,1907,0,370,1,Kağıthane,5
59274,811,0,295,81,Kağıthane,13
59275,1264,0,11,33,Kağıthane,13
59276,1374,3,327,1,Kağıthane,15
59277,1048,3,332,38,Kağıthane,13
59278,753,0,360,71,Kağıthane,11
59279,1317,1,366,0,Kağıthane,11
59280,1841,0,111,48,Kağıthane,18
59281,1382,0,353,0,Kağıthane,0
59282,516,4,339,48,Kağıthane,0
59283,791,0,11,1,Kağıthane,13
59284,1118,4,31,60,Kağıthane,11
59285,951,0,360,0,Kağıthane,18
59286,1578,0,101,23,Kağıthane,0
59287,1382,0,353,0,Kağıthane,0
59288,1354,0,31,33,Kağıthane,13
59289,1789,1,91,48,Kağıthane,19
59290,1789,0,41,38,Kağıthane,15
59291,1488,0,366,48,Kağıthane,11
59292,1578,0,101,23,Kağıthane,0
59293,1648,0,133,0,Kağıthane,18
59294,1648,0,133,0,Kağıthane,18
59295,1454,0,46,27,Kağıthane,13
59296,1382,0,353,0,Kağıthane,0
59297,1382,0,353,0,Kağıthane,0
59298,251,0,31,0,Kağıthane,18
59299,2125,0,31,71,Kağıthane,11
59300,163,1,18,0,Kağıthane,19
59301,991,0,295,75,Kağıthane,3
59302,1124,1,41,71,Kağıthane,17
59303,649,0,1,34,Kağıthane,11
59304,1841,0,21,39,Kağıthane,0
59305,278,0,360,24,Kağıthane,0
59306,1162,0,1,60,Kağıthane,0
59307,753,0,366,27,Kağıthane,14
59308,881,0,21,60,Kağıthane,14
59309,1264,1,46,18,Kağıthane,11
59310,1317,1,360,78,Kağıthane,13
59311,1149,1,61,23,Kağıthane,16
59312,1124,0,314,37,Kağıthane,16
59313,673,1,370,32,Kağıthane,14
59314,1223,0,11,2,Kağıthane,0
59315,1401,0,322,2,Kağıthane,5
59316,203,0,97,48,Kağıthane,19
59317,2143,1,22,0,Kağıthane,1
59318,1024,0,332,0,Kağıthane,11
59319,1367,1,1,78,Kağıthane,13
59320,1317,1,360,78,Kağıthane,13
59321,1578,1,366,1,Kağıthane,4
59322,428,0,36,39,Kağıthane,14
59323,549,0,352,60,Kağıthane,0
59324,34,1,41,0,Kağıthane,18
59325,187,1,76,24,Kağıthane,16
59326,1578,1,366,1,Kağıthane,4
59327,298,0,101,4,Kağıthane,15
59328,1180,0,366,1,Kağıthane,11
59329,834,0,315,0,Kağıthane,11
59330,1888,0,360,0,Kağıthane,16
59331,187,1,76,24,Kağıthane,16
59332,1374,4,276,71,Kağıthane,19
59333,951,0,366,8,Kağıthane,0
59334,1488,0,16,0,Kağıthane,0
59335,834,0,306,60,Kağıthane,19
59336,881,4,353,48,Kağıthane,13
59337,1536,0,353,60,Kağıthane,0
59338,1305,0,370,23,Kağıthane,11
59339,1382,0,1,0,Kağıthane,11
59340,1517,1,339,37,Kağıthane,15
59341,511,1,121,48,Kağıthane,19
59342,1297,0,347,48,Kağıthane,1
59343,1317,1,360,78,Kağıthane,13
59344,1806,0,360,32,Kağıthane,14
59345,1648,0,51,40,Kağıthane,14
59346,1648,0,51,40,Kağıthane,14
59347,1648,0,51,40,Kağıthane,14
59348,931,0,82,0,Kağıthane,11
59349,279,1,51,48,Kağıthane,18
59350,1432,0,26,23,Kağıthane,13
59351,1149,1,95,78,Kağıthane,11
59352,279,1,51,48,Kağıthane,18
59353,930,1,366,60,Kağıthane,0
59354,971,0,71,27,Kağıthane,13
59355,2008,0,76,8,Kağıthane,11
59356,1317,0,353,47,Kağıthane,11
59357,2008,0,76,8,Kağıthane,11
59358,2008,0,76,8,Kağıthane,11
59359,991,0,61,60,Kağıthane,14
59360,876,0,339,2,Kağıthane,11
59361,1367,1,56,39,Kağıthane,0
59362,1432,0,360,0,Kağıthane,14
59363,1510,0,77,32,Kağıthane,18
59364,1510,0,77,32,Kağıthane,18
59365,1510,0,77,32,Kağıthane,18
59366,971,0,71,27,Kağıthane,13
59367,971,0,71,27,Kağıthane,13
59368,971,0,71,27,Kağıthane,13
59369,1488,0,61,60,Kağıthane,15
59370,1317,0,353,47,Kağıthane,11
59371,1750,0,366,2,Kağıthane,18
59372,477,0,347,24,Kağıthane,13
59373,297,1,366,32,Kağıthane,11
59374,2106,1,38,60,Kağıthane,11
59375,1238,1,26,0,Kağıthane,14
59376,1721,1,41,37,Kağıthane,14
59377,1721,1,41,37,Kağıthane,14
59378,1488,0,38,81,Kağıthane,16
59379,2008,1,61,75,Kağıthane,15
59380,1120,0,366,75,Kağıthane,11
59381,313,0,366,24,Kağıthane,0
59382,1089,0,121,38,Kağıthane,13
59383,1510,1,1,0,Kağıthane,1
59384,1382,1,360,12,Kağıthane,14
59385,1536,0,61,49,Kağıthane,14
59386,1024,0,356,60,Kağıthane,15
59387,1024,0,356,60,Kağıthane,15
59388,1297,4,41,48,Kağıthane,0
59389,132,4,131,29,Kağıthane,18
59390,821,4,322,37,Kağıthane,11
59391,821,4,322,37,Kağıthane,11
59392,1578,4,95,60,Kağıthane,14
59393,821,4,322,37,Kağıthane,11
59394,1382,1,360,12,Kağıthane,14
59395,1317,0,31,32,Kağıthane,11
59396,708,4,353,37,Kağıthane,13
59397,1068,0,360,48,Kağıthane,0
59398,1317,4,66,60,Kağıthane,0
59399,1963,4,124,0,Kağıthane,4
59400,1068,1,6,71,Kağıthane,0
59401,753,0,347,78,Kağıthane,11
59402,1775,4,61,0,Kağıthane,14
59403,278,0,360,24,Kağıthane,0
59404,771,4,347,60,Kağıthane,11
59405,187,1,76,24,Kağıthane,16
59406,550,0,41,0,Kağıthane,14
59407,1850,4,31,32,Kağıthane,11
59408,2023,1,48,71,Kağıthane,17
59409,1382,0,363,56,Kağıthane,11
59410,1382,0,363,56,Kağıthane,11
59411,1024,0,315,37,Kağıthane,0
59412,517,1,101,49,Kağıthane,13
59413,951,0,295,60,Kağıthane,13
59414,1124,1,280,60,Kağıthane,5
59415,1048,4,51,24,Kağıthane,13
59416,1664,1,51,2,Kağıthane,15
59417,1118,4,36,4,Kağıthane,11
59418,1982,4,26,0,Kağıthane,17
59419,1034,0,41,27,Kağıthane,11
59420,881,0,339,0,Kağıthane,0
59421,881,0,339,0,Kağıthane,0
59422,178,1,353,32,Kağıthane,15
59423,1068,1,31,8,Kağıthane,14
59424,1382,0,276,60,Kağıthane,14
59425,399,1,315,78,Kağıthane,11
59426,1401,0,11,60,Kağıthane,14
59427,1588,1,339,0,Kağıthane,0
59428,1841,1,121,1,Kağıthane,14
59429,913,0,49,30,Kağıthane,16
59430,1149,0,347,48,Kağıthane,16
59431,1382,1,360,12,Kağıthane,14
59432,1743,0,347,8,Kağıthane,0
59433,1588,4,26,0,Kağıthane,0
59434,1068,4,11,0,Kağıthane,0
59435,1339,4,37,71,Kağıthane,17
59436,1339,4,37,71,Kağıthane,17
59437,1850,4,31,32,Kağıthane,11
59438,351,1,360,32,Kağıthane,13
59439,1162,1,360,2,Kağıthane,11
59440,1285,0,21,60,Kağıthane,13
59441,1089,0,19,60,Kağıthane,0
59442,753,0,26,60,Kağıthane,14
59443,753,0,26,60,Kağıthane,14
59444,753,0,26,60,Kağıthane,14
59445,708,0,31,38,Kağıthane,14
59446,414,4,315,81,Kağıthane,0
59447,853,1,339,30,Kağıthane,14
59448,853,1,339,30,Kağıthane,14
59449,753,0,26,60,Kağıthane,14
59450,1009,0,11,60,Kağıthane,14
59451,1009,0,11,60,Kağıthane,14
59452,834,0,11,17,Kağıthane,14
59453,1009,0,11,60,Kağıthane,14
59454,1149,4,56,0,Kağıthane,15
59455,1809,1,50,4,Kağıthane,18
59456,728,1,11,31,Kağıthane,15
59457,528,0,339,27,Kağıthane,1
59458,528,0,339,27,Kağıthane,1
59459,1048,0,360,60,Kağıthane,11
59460,528,0,339,27,Kağıthane,1
59461,930,0,346,60,Kağıthane,13
59462,708,1,41,34,Kağıthane,0
59463,977,0,366,75,Kağıthane,0
59464,1495,0,347,60,Kağıthane,16
59465,323,0,61,0,Kağıthane,17
59466,244,0,339,29,Kağıthane,15
59467,1264,0,1,23,Kağıthane,13
59468,1317,0,353,37,Kağıthane,19
59469,1317,0,1,23,Kağıthane,2
59470,549,0,366,24,Kağıthane,11
59471,478,0,41,0,Kağıthane,15
59472,478,0,41,0,Kağıthane,15
59473,478,0,41,0,Kağıthane,15
59474,951,0,276,48,Kağıthane,16
59475,615,1,26,32,Kağıthane,14
59476,76,0,51,1,Kağıthane,16
59477,882,0,358,29,Kağıthane,0
59478,1382,1,11,60,Kağıthane,13
59479,853,1,1,31,Kağıthane,13
59480,1382,1,276,60,Kağıthane,17
59481,1422,1,360,1,Kağıthane,13
59482,1422,1,360,1,Kağıthane,13
59483,361,0,306,24,Kağıthane,14
59484,382,0,66,37,Kağıthane,19
59485,708,0,295,60,Kağıthane,2
59486,1422,1,360,1,Kağıthane,13
59487,1196,0,81,60,Kağıthane,15
59488,1118,4,360,23,Kağıthane,17
59489,1264,0,344,39,Kağıthane,13
59490,387,0,360,48,Kağıthane,14
59491,1048,0,360,60,Kağıthane,11
59492,909,4,31,1,Kağıthane,11
59493,1488,0,61,60,Kağıthane,16
59494,971,2,347,24,Kağıthane,13
59495,709,0,81,27,Kağıthane,13
59496,1113,0,1,23,Kağıthane,0
59497,1068,1,360,37,Kağıthane,11
59498,1305,0,36,49,Kağıthane,15
59499,1113,0,1,23,Kağıthane,0
59500,1149,4,56,0,Kağıthane,15
59501,650,1,69,78,Kağıthane,14
59502,930,1,360,2,Kağıthane,11
59503,187,0,41,48,Kağıthane,0
59504,452,2,46,75,Kağıthane,11
59505,187,0,41,48,Kağıthane,0
59506,1951,0,31,48,Kağıthane,19
59507,387,0,362,2,Kağıthane,13
59508,187,0,41,48,Kağıthane,0
59509,753,0,26,29,Kağıthane,13
59510,1378,0,46,60,Kağıthane,14
59511,1378,0,46,60,Kağıthane,14
59512,1002,0,6,23,Kağıthane,11
59513,930,0,332,0,Kağıthane,0
59514,1330,0,51,37,Kağıthane,1
59515,1149,4,56,0,Kağıthane,15
59516,387,0,362,2,Kağıthane,13
59517,1068,1,360,37,Kağıthane,11
59518,477,0,11,48,Kağıthane,14
59519,1238,0,360,37,Kağıthane,1
59520,1463,4,306,0,Kağıthane,14
59521,387,4,11,0,Kağıthane,13
59522,1285,0,31,15,Kağıthane,11
59523,753,0,360,0,Kağıthane,0
59524,673,0,332,33,Kağıthane,0
59525,1526,0,61,12,Kağıthane,14
59526,1664,0,31,38,Kağıthane,11
59527,323,0,61,0,Kağıthane,17
59528,589,2,341,0,Kağıthane,19
59529,1048,0,360,60,Kağıthane,11
59530,1024,0,357,71,Kağıthane,11
59531,673,0,332,33,Kağıthane,0
59532,1488,0,61,60,Kağıthane,16
59533,1488,0,61,60,Kağıthane,16
59534,708,1,41,34,Kağıthane,0
59535,21,1,21,0,Kağıthane,0
59536,1702,0,26,60,Kağıthane,16
59537,1401,1,348,0,Kağıthane,0
59538,1702,0,26,60,Kağıthane,16
59539,414,0,332,38,Kağıthane,11
59540,753,0,360,0,Kağıthane,0
59541,1068,1,360,37,Kağıthane,11
59542,21,1,21,0,Kağıthane,0
59543,1317,0,353,37,Kağıthane,19
59544,477,0,347,38,Kağıthane,0
59545,1382,0,36,0,Kağıthane,14
59546,1750,0,61,2,Kağıthane,11
59547,1180,0,338,75,Kağıthane,19
59548,1180,1,31,16,Kağıthane,0
59549,1149,0,347,60,Kağıthane,2
59550,147,0,332,35,Kağıthane,0
59551,1798,1,13,37,Kağıthane,15
59552,771,0,16,8,Kağıthane,0
59553,18,0,31,0,Kağıthane,16
59554,1104,1,357,0,Kağıthane,0
59555,771,0,366,60,Kağıthane,13
59556,1455,0,301,60,Kağıthane,8
59557,1759,0,11,1,Kağıthane,3
59558,1455,0,301,60,Kağıthane,8
59559,1455,0,301,60,Kağıthane,8
59560,650,1,86,0,Kağıthane,14
59561,615,0,360,38,Kağıthane,14
59562,708,0,11,32,Kağıthane,11
59563,452,4,113,0,Kağıthane,14
59564,1706,2,306,39,Kağıthane,14
59565,1004,0,31,12,Kağıthane,0
59566,1685,0,36,37,Kağıthane,0
59567,2065,0,81,78,Kağıthane,13
59568,329,4,43,48,Kağıthane,1
59569,1264,4,363,1,Kağıthane,14
59570,352,2,160,37,Kağıthane,13
59571,1685,0,36,37,Kağıthane,0
59572,753,0,347,23,Kağıthane,0
59573,881,0,353,49,Kağıthane,13
59574,1743,4,11,0,Kağıthane,15
59575,954,0,61,1,Kağıthane,13
59576,1172,0,351,48,Kağıthane,5
59577,1091,0,363,0,Kağıthane,13
59578,1552,0,342,23,Kağıthane,13
59579,1648,1,332,1,Kağıthane,11
59580,1243,0,11,0,Kağıthane,0
59581,1033,0,1,0,Kağıthane,0
59582,1104,0,96,1,Kağıthane,13
59583,388,0,121,1,Kağıthane,18
59584,1104,0,96,1,Kağıthane,13
59585,1951,0,81,27,Kağıthane,15
59586,233,4,55,1,Kağıthane,15
59587,1951,0,81,27,Kağıthane,15
59588,301,4,36,0,Kağıthane,0
59589,132,0,31,0,Kağıthane,17
59590,991,0,11,1,Kağıthane,0
59591,1104,0,96,1,Kağıthane,13
59592,1104,0,96,1,Kağıthane,13
59593,1104,1,314,78,Kağıthane,11
59594,64,2,41,81,Kağıthane,4
59595,753,0,339,16,Kağıthane,13
59596,1982,0,151,48,Kağıthane,15
59597,351,0,322,48,Kağıthane,13
59598,1004,0,31,12,Kağıthane,0
59599,1693,0,3,60,Kağıthane,3
59600,1317,0,25,60,Kağıthane,16
59601,971,0,353,48,Kağıthane,19
59602,2133,1,176,71,Kağıthane,5
59603,1637,1,51,59,Kağıthane,0
59604,1637,1,51,59,Kağıthane,0
59605,2059,0,46,0,Kağıthane,0
59606,1934,0,270,60,Kağıthane,16
59607,1382,1,31,78,Kağıthane,11
59608,1196,0,353,48,Kağıthane,14
59609,1390,2,342,0,Kağıthane,18
59610,1382,0,51,49,Kağıthane,11
59611,1839,2,81,48,Kağıthane,5
59612,1141,0,111,38,Kağıthane,11
59613,1297,2,81,48,Kağıthane,15
59614,1721,0,21,19,Kağıthane,0
59615,202,2,51,1,Kağıthane,13
59616,202,2,51,1,Kağıthane,13
59617,1104,1,360,60,Kağıthane,14
59618,1382,1,31,78,Kağıthane,11
59619,202,2,51,1,Kağıthane,13
59620,1510,1,81,60,Kağıthane,14
59621,2007,4,350,38,Kağıthane,0
59622,1141,0,111,38,Kağıthane,11
59623,415,4,121,1,Kağıthane,19
59624,1196,1,11,61,Kağıthane,14
59625,148,0,81,33,Kağıthane,11
59626,991,0,1,48,Kağıthane,15
59627,1648,0,81,38,Kağıthane,0
59628,1257,1,31,71,Kağıthane,13
59629,991,0,1,48,Kağıthane,15
59630,902,1,21,60,Kağıthane,11
59631,930,0,347,38,Kağıthane,14
59632,486,0,87,0,Kağıthane,15
59633,2147,0,71,38,Kağıthane,0
59634,2059,1,21,48,Kağıthane,15
59635,2147,0,71,38,Kağıthane,0
59636,1068,4,344,23,Kağıthane,5
59637,991,0,1,48,Kağıthane,15
59638,1264,0,1,23,Kağıthane,11
59639,733,0,360,37,Kağıthane,0
59640,733,0,360,37,Kağıthane,0
59641,477,0,347,38,Kağıthane,0
59642,1536,0,1,0,Kağıthane,16
59643,477,0,347,38,Kağıthane,0
59644,1033,1,332,71,Kağıthane,0
59645,1196,4,357,48,Kağıthane,0
59646,148,0,81,33,Kağıthane,11
59647,148,0,81,33,Kağıthane,11
59648,1068,2,342,37,Kağıthane,19
59649,1982,0,151,48,Kağıthane,15
59650,1443,1,178,0,Kağıthane,18
59651,771,1,347,81,Kağıthane,14
59652,709,0,81,27,Kağıthane,13
59653,1238,4,26,33,Kağıthane,19
59654,1488,0,26,54,Kağıthane,13
59655,1382,4,353,48,Kağıthane,17
59656,1180,0,366,48,Kağıthane,13
59657,759,0,339,43,Kağıthane,11
59658,1488,0,26,54,Kağıthane,13
59659,1488,0,26,54,Kağıthane,13
59660,1196,1,319,78,Kağıthane,2
59661,265,1,91,0,Kağıthane,18
59662,771,1,360,49,Kağıthane,0
59663,649,1,339,75,Kağıthane,0
59664,759,0,339,43,Kağıthane,11
59665,1526,2,36,71,Kağıthane,0
59666,1009,2,1,39,Kağıthane,15
59667,1973,0,39,15,Kağıthane,1
59668,1973,0,39,15,Kağıthane,1
59669,588,2,81,27,Kağıthane,13
59670,930,1,31,43,Kağıthane,11
59671,588,2,81,27,Kağıthane,13
59672,1223,0,4,0,Kağıthane,13
59673,588,2,81,27,Kağıthane,13
59674,1973,0,39,15,Kağıthane,1
59675,1526,2,36,71,Kağıthane,0
59676,834,0,21,43,Kağıthane,0
59677,1382,1,6,60,Kağıthane,13
59678,97,1,36,0,Kağıthane,17
59679,1620,4,322,60,Kağıthane,17
59680,1517,1,21,0,Kağıthane,0
59681,477,1,353,38,Kağıthane,13
59682,1170,1,91,60,Kağıthane,13
59683,1578,0,366,39,Kağıthane,0
59684,1578,0,366,39,Kağıthane,0
59685,1180,1,366,23,Kağıthane,13
59686,1578,0,366,39,Kağıthane,0
59687,1454,4,276,23,Kağıthane,14
59688,352,0,61,54,Kağıthane,14
59689,1024,4,339,0,Kağıthane,18
59690,1779,0,1,0,Kağıthane,6
59691,685,0,315,8,Kağıthane,11
59692,1341,1,1,81,Kağıthane,11
59693,278,0,11,32,Kağıthane,11
59694,1211,4,366,48,Kağıthane,13
59695,1488,0,51,37,Kağıthane,17
59696,1162,1,86,24,Kağıthane,15
59697,119,0,131,33,Kağıthane,17
59698,1111,0,1,48,Kağıthane,18
59699,800,0,295,60,Kağıthane,19
59700,1546,0,339,0,Kağıthane,0
59701,1432,0,295,1,Kağıthane,18
59702,1297,0,86,60,Kağıthane,15
59703,1162,1,91,8,Kağıthane,13
59704,1468,4,16,39,Kağıthane,13
59705,708,0,367,39,Kağıthane,15
59706,1432,0,360,60,Kağıthane,3
59707,1162,1,91,8,Kağıthane,13
59708,881,1,1,60,Kağıthane,11
59709,930,1,31,43,Kağıthane,11
59710,673,0,11,38,Kağıthane,13
59711,753,1,306,48,Kağıthane,2
59712,1841,4,36,1,Kağıthane,17
59713,1341,1,325,0,Kağıthane,2
59714,1536,0,366,78,Kağıthane,13
59715,1024,0,347,2,Kağıthane,14
59716,846,1,353,48,Kağıthane,0
59717,1841,0,20,2,Kağıthane,14
59718,1272,2,334,1,Kağıthane,5
59719,881,0,332,39,Kağıthane,11
59720,930,2,258,39,Kağıthane,11
59721,1264,1,366,12,Kağıthane,13
59722,1841,4,36,1,Kağıthane,17
59723,1641,0,368,60,Kağıthane,14
59724,1841,0,20,2,Kağıthane,14
59725,1841,4,36,1,Kağıthane,17
59726,853,0,1,71,Kağıthane,13
59727,147,0,353,43,Kağıthane,0
59728,1721,0,366,71,Kağıthane,3
59729,1721,0,366,71,Kağıthane,3
59730,1925,0,34,23,Kağıthane,11
59731,1841,4,36,1,Kağıthane,17
59732,1401,1,1,4,Kağıthane,11
59733,1536,0,366,78,Kağıthane,13
59734,1536,0,366,78,Kağıthane,13
59735,812,3,157,37,Kağıthane,1
59736,1024,4,339,0,Kağıthane,18
59737,846,1,353,48,Kağıthane,0
59738,971,4,350,78,Kağıthane,13
59739,1841,4,36,1,Kağıthane,17
