,Fiyat,Oda,Alan,Yas,Konum,Kat
27512,1354,1,11,48,Büyükçekmece,0
27513,924,0,36,24,Büyükçekmece,18
27514,1517,0,66,81,Büyükçekmece,14
27515,902,0,1,18,Büyükçekmece,13
27516,1382,0,91,60,Büyükçekmece,14
27517,1104,0,31,60,Büyükçekmece,11
27518,930,0,360,24,Büyükçekmece,16
27519,753,0,360,38,Büyükçekmece,14
27520,1794,1,121,4,Büyükçekmece,0
27521,697,1,6,33,Büyükçekmece,14
27522,1721,4,86,48,Büyükçekmece,13
27523,414,0,41,38,Büyükçekmece,14
27524,897,1,1,2,Büyükçekmece,13
27525,487,1,6,0,Büyükçekmece,0
27526,2038,0,1,60,Büyükçekmece,0
27527,1048,0,41,24,Büyükçekmece,18
27528,1264,0,11,0,Büyükçekmece,11
27529,1297,1,66,24,Büyükçekmece,0
27530,1750,1,46,58,Büyükçekmece,13
27531,771,4,36,32,Büyükçekmece,14
27532,708,1,360,78,Büyükçekmece,0
27533,1118,0,1,0,Büyükçekmece,11
27534,452,0,151,60,Büyükçekmece,0
27535,313,0,366,24,Büyükçekmece,0
27536,313,0,366,24,Büyükçekmece,0
27537,930,0,121,32,Büyükçekmece,14
27538,1841,4,6,0,Büyükçekmece,13
27539,930,1,61,60,Büyükçekmece,11
27540,313,0,366,24,Büyükçekmece,0
27541,1685,1,366,0,Büyükçekmece,11
27542,1750,0,52,30,Büyükçekmece,16
27543,1750,0,52,30,Büyükçekmece,16
27544,1750,0,52,30,Büyükçekmece,16
27545,2008,0,66,75,Büyükçekmece,18
27546,992,0,227,40,Büyükçekmece,15
27547,811,0,21,48,Büyükçekmece,0
27548,2038,4,41,0,Büyükçekmece,17
27549,2038,4,41,0,Büyükçekmece,17
27550,2008,0,66,75,Büyükçekmece,18
27551,1162,0,81,24,Büyükçekmece,14
27552,221,0,111,11,Büyükçekmece,15
27553,1809,1,26,71,Büyükçekmece,16
27554,1124,0,11,38,Büyükçekmece,14
27555,650,2,57,48,Büyükçekmece,16
27556,477,0,329,2,Büyükçekmece,12
27557,477,0,329,2,Büyükçekmece,12
27558,511,1,136,33,Büyükçekmece,0
27559,1068,0,36,27,Büyükçekmece,0
27560,728,0,360,78,Büyükçekmece,0
27561,1504,0,353,49,Büyükçekmece,14
27562,728,0,360,78,Büyükçekmece,0
27563,1077,0,21,4,Büyükçekmece,11
27564,1180,1,41,16,Büyükçekmece,14
27565,1196,4,360,38,Büyükçekmece,13
27566,1552,0,61,71,Büyükçekmece,14
27567,615,0,46,32,Büyükçekmece,13
27568,2152,1,193,60,Büyükçekmece,11
27569,1495,1,360,60,Büyükçekmece,0
27570,1495,1,360,60,Büyükçekmece,0
27571,1024,0,46,0,Büyükçekmece,13
27572,1626,0,352,27,Büyükçekmece,13
27573,600,0,31,29,Büyükçekmece,0
27574,1605,0,26,23,Büyükçekmece,3
27575,136,0,121,37,Büyükçekmece,14
27576,680,0,16,33,Büyükçekmece,13
27577,378,0,51,71,Büyükçekmece,11
27578,378,0,51,71,Büyükçekmece,11
27579,753,0,21,75,Büyükçekmece,11
27580,1721,4,101,16,Büyükçekmece,15
27581,649,4,11,0,Büyükçekmece,13
27582,649,4,11,0,Büyükçekmece,13
27583,649,4,11,0,Büyükçekmece,13
27584,615,4,366,35,Büyükçekmece,11
27585,881,0,121,36,Büyükçekmece,14
27586,951,4,366,60,Büyükçekmece,14
27587,1089,1,31,4,Büyükçekmece,11
27588,697,1,366,23,Büyükçekmece,11
27589,697,1,366,23,Büyükçekmece,11
27590,1936,1,61,0,Büyükçekmece,11
27591,147,0,1,27,Büyükçekmece,13
27592,147,0,1,27,Büyükçekmece,13
27593,951,0,31,16,Büyükçekmece,11
27594,1196,0,13,75,Büyükçekmece,13
27595,1068,0,353,0,Büyükçekmece,0
27596,187,0,151,0,Büyükçekmece,15
27597,1578,0,8,48,Büyükçekmece,14
27598,853,0,363,4,Büyükçekmece,15
27599,413,4,51,37,Büyükçekmece,13
27600,388,1,91,17,Büyükçekmece,11
27601,1162,0,360,0,Büyükçekmece,11
27602,1162,0,360,0,Büyükçekmece,11
27603,1341,0,31,0,Büyükçekmece,14
27604,1517,4,167,16,Büyükçekmece,15
27605,1702,1,47,48,Büyükçekmece,11
27606,1578,0,8,48,Büyükçekmece,14
27607,791,0,141,34,Büyükçekmece,14
27608,649,4,11,0,Büyükçekmece,13
27609,1648,0,232,60,Büyükçekmece,13
27610,1706,0,51,1,Büyükçekmece,13
27611,511,0,86,48,Büyükçekmece,15
27612,511,0,86,48,Büyükçekmece,15
27613,511,0,86,48,Büyükçekmece,15
27614,1759,0,111,2,Büyükçekmece,14
27615,1973,0,76,60,Büyükçekmece,14
27616,2125,0,1,61,Büyükçekmece,13
27617,1162,1,151,16,Büyükçekmece,19
27618,1779,0,101,2,Büyükçekmece,11
27619,477,0,11,49,Büyükçekmece,11
27620,615,0,322,17,Büyükçekmece,13
27621,1068,0,126,71,Büyükçekmece,15
27622,649,1,41,60,Büyükçekmece,14
27623,649,1,41,60,Büyükçekmece,14
27624,1286,1,151,61,Büyükçekmece,14
27625,1963,4,216,60,Büyükçekmece,11
27626,1196,4,360,38,Büyükçekmece,13
27627,434,0,51,48,Büyükçekmece,13
27628,427,0,293,78,Büyükçekmece,14
27629,1685,4,370,23,Büyükçekmece,19
27630,1341,1,46,31,Büyükçekmece,14
27631,1162,0,31,27,Büyükçekmece,0
27632,1246,0,41,60,Büyükçekmece,11
27633,511,0,121,48,Büyükçekmece,18
27634,1162,0,31,27,Büyükçekmece,0
27635,1896,0,31,0,Büyükçekmece,13
27636,1897,0,176,0,Büyükçekmece,14
27637,1721,0,121,1,Büyükçekmece,15
27638,1841,1,193,19,Büyükçekmece,14
27639,1367,4,71,4,Büyükçekmece,11
27640,1841,1,193,19,Büyükçekmece,14
27641,1721,0,121,1,Büyükçekmece,15
27642,991,1,31,48,Büyükçekmece,13
27643,1401,0,101,23,Büyükçekmece,14
27644,930,0,51,24,Büyükçekmece,13
27645,1476,1,86,12,Büyükçekmece,13
27646,728,1,366,1,Büyükçekmece,11
27647,477,4,366,39,Büyükçekmece,14
27648,1685,4,370,23,Büyükçekmece,19
27649,1721,0,121,1,Büyükçekmece,15
27650,1317,0,36,0,Büyükçekmece,14
27651,913,0,366,16,Büyükçekmece,13
27652,1864,0,26,31,Büyükçekmece,16
27653,991,1,347,4,Büyükçekmece,11
27654,588,0,6,48,Büyükçekmece,11
27655,588,0,6,48,Büyükçekmece,11
27656,930,1,366,33,Büyükçekmece,14
27657,1272,2,84,17,Büyükçekmece,17
27658,1272,2,84,17,Büyükçekmece,17
27659,1982,0,107,60,Büyükçekmece,0
27660,991,1,347,4,Büyükçekmece,11
27661,1401,2,101,37,Büyükçekmece,16
27662,1482,0,121,1,Büyükçekmece,14
27663,880,0,26,27,Büyükçekmece,0
27664,1180,0,11,48,Büyükçekmece,11
27665,2147,0,176,2,Büyükçekmece,12
27666,1351,2,16,1,Büyükçekmece,0
27667,991,1,347,4,Büyükçekmece,11
27668,1149,0,31,8,Büyükçekmece,11
27669,991,1,347,4,Büyükçekmece,11
27670,1285,1,86,15,Büyükçekmece,17
27671,516,3,353,49,Büyükçekmece,13
27672,516,3,353,49,Büyükçekmece,13
27673,1223,0,101,78,Büyükçekmece,14
27674,1669,3,163,60,Büyükçekmece,14
27675,971,1,353,81,Büyükçekmece,0
27676,2077,2,46,4,Büyükçekmece,14
27677,902,0,288,39,Büyükçekmece,13
27678,1669,3,163,60,Büyükçekmece,14
27679,1669,3,163,60,Büyükçekmece,14
27680,729,4,193,0,Büyükçekmece,11
27681,1648,1,26,27,Büyükçekmece,13
27682,588,0,6,48,Büyükçekmece,11
27683,1648,1,26,27,Büyükçekmece,13
27684,902,0,288,39,Büyükçekmece,13
27685,930,4,360,0,Büyükçekmece,11
27686,1149,0,31,8,Büyükçekmece,11
27687,1149,0,31,8,Büyükçekmece,11
27688,1409,0,28,71,Büyükçekmece,14
27689,1488,1,131,0,Büyükçekmece,14
27690,2035,0,41,37,Büyükçekmece,15
27691,615,0,1,39,Büyükçekmece,11
27692,2035,0,41,37,Büyükçekmece,15
27693,2035,0,41,37,Büyükçekmece,15
27694,2027,1,115,37,Büyükçekmece,17
27695,2065,4,26,37,Büyükçekmece,19
27696,1692,0,225,11,Büyükçekmece,0
27697,1104,0,355,60,Büyükçekmece,11
27698,205,0,41,48,Büyükçekmece,13
27699,1277,0,111,19,Büyükçekmece,6
27700,930,1,1,23,Büyükçekmece,13
27701,930,1,1,23,Büyükçekmece,13
27702,991,1,36,39,Büyükçekmece,0
27703,1104,0,355,60,Büyükçekmece,11
27704,2065,4,26,37,Büyükçekmece,19
27705,930,4,21,39,Büyükçekmece,11
27706,1864,0,26,31,Büyükçekmece,16
27707,277,0,31,0,Büyükçekmece,13
27708,549,1,31,38,Büyükçekmece,19
27709,277,0,31,0,Büyükçekmece,13
27710,277,0,31,0,Büyükçekmece,13
27711,1149,0,31,8,Büyükçekmece,11
27712,1211,0,320,60,Büyükçekmece,13
27713,1841,4,36,60,Büyükçekmece,19
27714,1841,4,36,60,Büyükçekmece,19
27715,148,4,160,60,Büyükçekmece,15
27716,1118,0,101,60,Büyükçekmece,11
27717,533,2,51,60,Büyükçekmece,18
27718,771,3,11,0,Büyükçekmece,0
27719,629,2,11,36,Büyükçekmece,11
27720,771,3,11,0,Büyükçekmece,0
27721,1864,0,26,31,Büyükçekmece,16
27722,516,3,353,49,Büyükçekmece,13
27723,1789,4,101,78,Büyükçekmece,11
27724,951,4,28,60,Büyükçekmece,11
27725,2120,1,51,49,Büyükçekmece,14
27726,1523,1,111,8,Büyükçekmece,0
27727,1789,2,160,78,Büyükçekmece,14
27728,925,1,210,37,Büyükçekmece,1
27729,615,0,353,38,Büyükçekmece,14
27730,1578,1,61,16,Büyükçekmece,0
27731,1488,4,81,0,Büyükçekmece,14
27732,1488,4,51,0,Büyükçekmece,11
27733,1560,0,10,48,Büyükçekmece,13
27734,917,0,16,71,Büyükçekmece,0
27735,2068,0,91,0,Büyükçekmece,13
27736,930,1,366,33,Büyükçekmece,14
27737,867,4,51,27,Büyükçekmece,0
27738,951,4,28,60,Büyükçekmece,11
27739,2065,4,41,0,Büyükçekmece,19
27740,917,0,16,71,Büyükçekmece,0
27741,1664,0,16,60,Büyükçekmece,0
27742,1264,3,31,19,Büyükçekmece,0
27743,1124,3,29,32,Büyükçekmece,11
27744,1009,4,360,0,Büyükçekmece,11
27745,1223,1,36,15,Büyükçekmece,0
27746,1124,1,41,32,Büyükçekmece,0
27747,425,0,69,60,Büyükçekmece,14
27748,425,0,69,60,Büyükçekmece,14
27749,1089,0,306,75,Büyükçekmece,3
27750,1648,0,31,43,Büyükçekmece,11
27751,930,0,160,4,Büyükçekmece,14
27752,867,0,46,32,Büyükçekmece,0
27753,1305,1,26,23,Büyükçekmece,11
27754,1149,0,36,2,Büyükçekmece,13
27755,1664,0,16,60,Büyükçekmece,0
27756,205,1,101,16,Büyükçekmece,17
27757,1546,0,51,1,Büyükçekmece,1
27758,1223,0,360,60,Büyükçekmece,11
27759,2065,4,41,0,Büyükçekmece,19
27760,279,2,11,60,Büyükçekmece,14
27761,1294,0,351,2,Büyükçekmece,5
27762,415,0,51,48,Büyükçekmece,11
27763,1124,0,16,0,Büyükçekmece,11
27764,1124,0,16,0,Büyükçekmece,11
27765,1211,0,347,60,Büyükçekmece,0
27766,1578,4,95,60,Büyükçekmece,14
27767,1578,4,95,60,Büyükçekmece,14
27768,1211,0,347,60,Büyükçekmece,0
27769,2120,1,51,49,Büyükçekmece,14
27770,478,4,277,48,Büyükçekmece,11
27771,1936,0,95,4,Büyükçekmece,13
27772,673,1,46,39,Büyükçekmece,11
27773,930,1,366,33,Büyükçekmece,14
27774,427,1,293,78,Büyükçekmece,14
27775,1721,1,141,0,Büyükçekmece,14
27776,186,0,322,19,Büyükçekmece,15
27777,1211,0,347,60,Büyükçekmece,0
27778,2008,3,57,48,Büyükçekmece,16
27779,1264,3,41,71,Büyükçekmece,11
27780,1124,1,13,0,Büyükçekmece,11
27781,516,1,11,43,Büyükçekmece,15
27782,1246,3,347,0,Büyükçekmece,19
27783,1246,3,347,0,Büyükçekmece,19
27784,415,0,51,48,Büyükçekmece,11
27785,415,0,51,48,Büyükçekmece,11
27786,1122,3,46,0,Büyükçekmece,14
27787,1294,0,351,2,Büyükçekmece,5
27788,951,4,28,60,Büyükçekmece,11
27789,1294,0,351,2,Büyükçekmece,5
27790,753,0,11,32,Büyükçekmece,13
27791,1211,0,347,60,Büyükçekmece,0
27792,961,1,23,16,Büyükçekmece,11
27793,1857,3,66,18,Büyükçekmece,0
27794,186,0,1,29,Büyükçekmece,11
27795,791,0,29,32,Büyükçekmece,18
27796,1789,0,160,60,Büyükçekmece,0
27797,1264,2,61,34,Büyükçekmece,15
27798,1264,4,76,0,Büyükçekmece,14
27799,1702,2,41,60,Büyükçekmece,2
27800,1615,4,31,60,Büyükçekmece,13
27801,580,3,16,0,Büyükçekmece,11
27802,1382,0,71,2,Büyükçekmece,11
27803,2008,3,26,51,Büyükçekmece,11
27804,1382,0,1,0,Büyükçekmece,14
27805,1382,0,1,0,Büyükçekmece,14
27806,1615,4,31,60,Büyükçekmece,13
27807,1611,0,232,2,Büyükçekmece,14
27808,478,3,101,60,Büyükçekmece,18
27809,478,3,101,60,Büyükçekmece,18
27810,791,3,360,32,Büyükçekmece,11
27811,351,4,21,4,Büyükçekmece,9
27812,1264,1,11,23,Büyükçekmece,0
27813,232,0,353,50,Büyükçekmece,0
27814,853,0,56,0,Büyükçekmece,15
27815,1044,0,11,0,Büyükçekmece,11
27816,250,0,347,48,Büyükçekmece,19
27817,1816,3,6,0,Büyükçekmece,13
27818,175,0,127,0,Büyükçekmece,14
27819,854,3,151,23,Büyükçekmece,19
27820,1422,1,368,23,Büyükçekmece,3
27821,834,4,360,43,Büyükçekmece,15
27822,1593,4,51,38,Büyükçekmece,11
27823,1124,1,11,60,Büyükçekmece,11
27824,1104,3,61,17,Büyükçekmece,19
27825,1024,2,31,16,Büyükçekmece,13
27826,1264,0,353,49,Büyükçekmece,14
27827,2017,0,81,27,Büyükçekmece,15
27828,1104,3,61,17,Büyükçekmece,19
27829,1552,2,71,17,Büyükçekmece,17
27830,1552,2,71,17,Büyükçekmece,17
27831,728,0,41,32,Büyükçekmece,13
27832,297,0,36,2,Büyükçekmece,0
27833,1223,0,21,39,Büyükçekmece,11
27834,930,1,360,0,Büyükçekmece,11
27835,2116,0,41,0,Büyükçekmece,0
27836,1223,0,21,39,Büyükçekmece,11
27837,1162,0,36,4,Büyükçekmece,11
27838,329,0,81,4,Büyükçekmece,16
27839,771,1,11,48,Büyükçekmece,13
27840,1305,0,121,0,Büyükçekmece,14
27841,1789,4,111,2,Büyükçekmece,0
27842,1024,0,46,17,Büyükçekmece,18
27843,2105,0,16,27,Büyükçekmece,15
27844,477,0,41,60,Büyükçekmece,11
27845,1488,4,11,71,Büyükçekmece,13
27846,971,2,46,24,Büyükçekmece,13
27847,526,1,1,32,Büyükçekmece,11
27848,1488,4,11,71,Büyükçekmece,13
27849,1841,0,167,0,Büyükçekmece,15
27850,2045,0,61,43,Büyükçekmece,2
27851,549,1,360,32,Büyükçekmece,11
27852,1685,3,10,27,Büyükçekmece,2
27853,526,1,1,32,Büyükçekmece,11
27854,526,1,1,32,Büyükçekmece,11
27855,1488,0,66,0,Büyükçekmece,11
27856,1149,4,56,0,Büyükçekmece,0
27857,902,0,5,1,Büyükçekmece,15
27858,2072,0,51,0,Büyükçekmece,0
27859,902,0,5,1,Büyükçekmece,15
27860,964,0,41,32,Büyükçekmece,11
27861,1546,0,36,38,Büyükçekmece,13
27862,1546,0,36,38,Büyükçekmece,13
27863,351,4,21,4,Büyükçekmece,9
27864,1546,0,36,38,Büyükçekmece,13
27865,526,1,1,32,Büyükçekmece,11
27866,1685,3,10,27,Büyükçekmece,2
27867,728,0,350,8,Büyükçekmece,1
27868,2106,0,51,27,Büyükçekmece,0
27869,2106,0,51,27,Büyükçekmece,0
27870,1009,0,66,78,Büyükçekmece,5
27871,1432,4,66,78,Büyükçekmece,11
27872,753,0,1,0,Büyükçekmece,13
27873,1997,0,124,0,Büyükçekmece,0
27874,1578,1,81,37,Büyükçekmece,0
27875,2031,3,81,60,Büyükçekmece,11
27876,1697,0,101,23,Büyükçekmece,14
27877,1697,0,101,23,Büyükçekmece,14
27878,589,0,98,0,Büyükçekmece,14
27879,1124,1,35,17,Büyükçekmece,15
27880,991,3,370,38,Büyükçekmece,11
27881,811,0,36,0,Büyükçekmece,11
27882,811,0,36,0,Büyükçekmece,11
27883,1024,2,51,33,Büyükçekmece,14
27884,1149,2,61,60,Büyükçekmece,15
27885,1578,0,101,23,Büyükçekmece,0
27886,1706,1,360,48,Büyükçekmece,11
27887,889,1,61,18,Büyükçekmece,15
27888,1697,0,101,23,Büyükçekmece,14
27889,1721,0,210,4,Büyükçekmece,13
27890,1223,1,36,34,Büyükçekmece,16
27891,2031,3,81,60,Büyükçekmece,11
27892,1702,2,41,60,Büyükçekmece,2
27893,1048,2,16,0,Büyükçekmece,11
27894,1286,0,101,43,Büyükçekmece,15
27895,1264,0,332,0,Büyükçekmece,15
27896,1223,1,36,34,Büyükçekmece,16
27897,1223,1,36,34,Büyükçekmece,16
27898,615,0,26,39,Büyükçekmece,11
27899,834,0,332,78,Büyükçekmece,0
27900,1317,0,71,0,Büyükçekmece,14
27901,2106,0,51,49,Büyükçekmece,15
27902,1648,0,193,23,Büyükçekmece,14
27903,2106,0,51,49,Büyükçekmece,15
27904,1721,0,121,38,Büyükçekmece,13
27905,1285,1,36,0,Büyükçekmece,13
27906,2000,0,51,78,Büyükçekmece,14
27907,1024,1,11,60,Büyükçekmece,0
27908,175,0,127,0,Büyükçekmece,14
27909,697,1,322,48,Büyükçekmece,16
27910,388,4,88,60,Büyükçekmece,8
27911,1317,2,51,0,Büyükçekmece,14
27912,1750,2,232,60,Büyükçekmece,16
27913,400,2,83,1,Büyükçekmece,2
27914,400,2,83,1,Büyükçekmece,2
27915,279,4,141,17,Büyükçekmece,0
27916,1153,0,21,49,Büyükçekmece,0
27917,1124,4,46,2,Büyükçekmece,14
27918,1024,4,366,0,Büyükçekmece,11
27919,33,0,31,34,Büyükçekmece,17
27920,971,0,360,71,Büyükçekmece,13
27921,1180,2,36,34,Büyükçekmece,11
27922,365,1,51,48,Büyükçekmece,3
27923,365,1,51,48,Büyükçekmece,3
27924,1721,3,71,0,Büyükçekmece,14
27925,1153,0,21,49,Büyükçekmece,0
27926,1897,0,351,48,Büyükçekmece,16
27927,1685,4,25,0,Büyükçekmece,0
27928,186,1,11,60,Büyükçekmece,11
27929,1488,4,81,23,Büyükçekmece,0
27930,966,2,6,48,Büyükçekmece,0
27931,853,1,151,30,Büyükçekmece,15
27932,1610,0,61,8,Büyükçekmece,16
27933,1024,1,11,60,Büyükçekmece,0
27934,367,4,339,2,Büyükçekmece,12
27935,1211,2,51,17,Büyükçekmece,18
27936,1039,4,360,0,Büyükçekmece,11
27937,1180,4,61,0,Büyükçekmece,14
27938,998,1,360,60,Büyükçekmece,0
27939,998,1,360,60,Büyükçekmece,0
27940,971,4,1,0,Büyükçekmece,11
27941,186,1,11,60,Büyükçekmece,11
27942,377,4,1,33,Büyükçekmece,13
27943,1685,4,25,0,Büyükçekmece,0
27944,1648,2,347,0,Büyükçekmece,0
27945,2045,0,61,43,Büyükçekmece,2
27946,942,2,101,17,Büyükçekmece,19
27947,811,2,366,35,Büyükçekmece,13
27948,1354,4,31,0,Büyükçekmece,15
27949,186,2,21,60,Büyükçekmece,13
27950,1354,4,31,0,Büyükçekmece,15
27951,186,2,21,60,Büyükçekmece,13
27952,397,0,360,0,Büyükçekmece,0
27953,1401,3,357,0,Büyükçekmece,16
27954,1354,4,31,0,Büyükçekmece,15
27955,186,2,21,60,Büyükçekmece,13
27956,397,0,360,0,Büyükçekmece,0
27957,1488,0,61,0,Büyükçekmece,0
27958,397,0,360,0,Büyükçekmece,0
27959,1841,1,86,36,Büyükçekmece,0
27960,991,2,1,0,Büyükçekmece,11
27961,1488,2,356,37,Büyükçekmece,11
27962,1124,2,31,16,Büyükçekmece,0
27963,1721,1,121,0,Büyükçekmece,15
27964,991,0,53,78,Büyükçekmece,1
27965,1264,1,11,39,Büyükçekmece,11
27966,1488,2,11,49,Büyükçekmece,13
27967,811,3,322,75,Büyükçekmece,13
27968,1578,0,81,37,Büyükçekmece,0
27969,1874,1,16,38,Büyükçekmece,4
27970,80,0,353,48,Büyükçekmece,0
27971,881,3,16,78,Büyükçekmece,11
27972,2080,1,39,75,Büyükçekmece,15
27973,728,3,366,33,Büyükçekmece,13
27974,977,0,31,24,Büyükçekmece,14
27975,977,0,31,24,Büyükçekmece,14
27976,1024,0,366,0,Büyükçekmece,11
27977,977,0,31,24,Büyükçekmece,14
27978,40,0,41,54,Büyükçekmece,13
27979,1409,1,29,0,Büyükçekmece,13
27980,1199,0,61,17,Büyükçekmece,17
27981,1510,1,1,48,Büyükçekmece,0
27982,1721,2,15,78,Büyükçekmece,16
27983,738,1,344,8,Büyükçekmece,11
27984,1264,0,66,78,Büyükçekmece,14
27985,1149,0,1,46,Büyükçekmece,13
27986,2125,2,322,1,Büyükçekmece,7
27987,1821,2,41,43,Büyükçekmece,0
27988,1789,1,45,48,Büyükçekmece,11
27989,791,3,61,49,Büyükçekmece,14
27990,187,0,360,61,Büyükçekmece,11
27991,173,3,21,0,Büyükçekmece,11
27992,1209,1,91,78,Büyükçekmece,13
27993,1305,0,366,48,Büyükçekmece,13
27994,1305,0,366,48,Büyükçekmece,13
27995,1369,0,359,2,Büyükçekmece,0
27996,1223,1,61,29,Büyükçekmece,11
27997,152,1,66,48,Büyükçekmece,0
27998,811,1,295,60,Büyükçekmece,0
27999,673,1,26,31,Büyükçekmece,0
28000,187,0,360,61,Büyükçekmece,11
28001,615,1,46,24,Büyükçekmece,13
28002,1721,2,15,78,Büyükçekmece,16
28003,925,1,210,37,Büyükçekmece,1
28004,113,0,39,43,Büyükçekmece,0
28005,925,1,210,37,Büyükçekmece,1
28006,758,0,46,38,Büyükçekmece,14
28007,2106,2,36,48,Büyükçekmece,19
28008,1611,1,51,0,Büyükçekmece,13
28009,1897,4,11,48,Büyükçekmece,1
28010,2102,2,232,2,Büyükçekmece,13
28011,1766,0,60,23,Büyükçekmece,14
28012,1897,4,11,48,Büyükçekmece,1
28013,738,1,360,8,Büyükçekmece,11
28014,738,1,360,8,Büyükçekmece,11
28015,791,4,31,37,Büyükçekmece,11
28016,1149,0,1,46,Büyükçekmece,13
28017,1488,2,11,49,Büyükçekmece,13
28018,1382,1,360,48,Büyükçekmece,16
28019,2059,0,149,0,Büyükçekmece,15
28020,2106,1,135,60,Büyükçekmece,13
28021,1605,2,151,2,Büyükçekmece,14
28022,1211,1,61,27,Büyükçekmece,14
28023,1432,4,21,0,Büyükçekmece,11
28024,791,0,16,4,Büyükçekmece,0
28025,902,1,347,21,Büyükçekmece,17
28026,1495,4,6,39,Büyükçekmece,13
28027,498,4,95,31,Büyükçekmece,7
28028,1495,4,6,39,Büyükçekmece,13
28029,1841,4,51,0,Büyükçekmece,15
28030,1123,1,41,0,Büyükçekmece,11
28031,1852,0,60,0,Büyükçekmece,13
28032,1422,0,151,60,Büyükçekmece,14
28033,1841,0,193,4,Büyükçekmece,13
28034,1933,2,41,44,Büyükçekmece,13
28035,1826,1,121,0,Büyükçekmece,13
28036,498,4,95,31,Büyükçekmece,7
28037,549,0,353,33,Büyükçekmece,15
28038,1317,1,315,0,Büyükçekmece,19
28039,1897,0,18,0,Büyükçekmece,0
28040,708,4,21,0,Büyükçekmece,0
28041,1149,4,366,71,Büyükçekmece,11
28042,1049,3,232,0,Büyükçekmece,14
28043,1049,3,232,0,Büyükçekmece,14
28044,1149,3,332,0,Büyükçekmece,11
28045,1367,3,49,27,Büyükçekmece,0
28046,1916,0,126,60,Büyükçekmece,13
28047,1916,0,126,60,Büyükçekmece,13
28048,1936,0,31,48,Büyükçekmece,11
28049,508,0,11,27,Büyükçekmece,0
28050,508,0,11,27,Büyükçekmece,0
28051,642,0,6,15,Büyükçekmece,19
28052,902,4,21,48,Büyükçekmece,11
28053,1578,1,71,27,Büyükçekmece,0
28054,2008,2,193,0,Büyükçekmece,15
28055,1963,1,26,48,Büyükçekmece,15
28056,1809,1,86,8,Büyükçekmece,0
28057,538,0,360,15,Büyükçekmece,19
28058,951,3,353,61,Büyükçekmece,11
28059,951,3,353,61,Büyükçekmece,11
28060,1401,3,111,37,Büyükçekmece,15
28061,1864,3,71,36,Büyükçekmece,16
28062,1162,3,56,27,Büyükçekmece,14
28063,1510,1,71,16,Büyükçekmece,11
28064,951,3,353,61,Büyükçekmece,11
28065,649,1,366,0,Büyükçekmece,0
28066,1685,3,360,23,Büyükçekmece,1
28067,1842,3,316,0,Büyükçekmece,14
28068,649,1,366,0,Büyükçekmece,0
28069,649,1,366,0,Büyükçekmece,0
28070,1951,0,126,33,Büyükçekmece,15
28071,435,1,71,48,Büyükçekmece,15
28072,771,2,11,35,Büyükçekmece,15
28073,588,0,350,46,Büyükçekmece,13
28074,1196,3,21,39,Büyükçekmece,14
28075,1196,3,21,39,Büyükçekmece,14
28076,1009,0,353,38,Büyükçekmece,0
28077,1009,0,353,38,Büyükçekmece,0
28078,1706,4,77,1,Büyükçekmece,16
28079,615,3,41,38,Büyükçekmece,15
28080,1285,3,101,0,Büyükçekmece,14
28081,881,4,1,60,Büyükçekmece,0
28082,1841,4,51,0,Büyükçekmece,15
28083,1488,4,101,60,Büyükçekmece,13
28084,1510,0,41,60,Büyükçekmece,0
28085,468,0,36,0,Büyükçekmece,11
28086,1196,3,71,8,Büyükçekmece,11
28087,2106,3,91,39,Büyükçekmece,15
28088,739,3,252,2,Büyükçekmece,13
28089,1789,3,51,38,Büyükçekmece,3
28090,2000,3,91,1,Büyükçekmece,13
28091,1933,2,16,45,Büyükçekmece,11
28092,1196,2,91,23,Büyükçekmece,14
28093,1678,2,121,24,Büyükçekmece,14
28094,930,2,353,48,Büyükçekmece,15
28095,930,0,111,60,Büyükçekmece,14
28096,1401,4,66,4,Büyükçekmece,13
28097,853,2,61,60,Büyükçekmece,15
28098,2031,1,61,0,Büyükçekmece,0
28099,549,4,332,60,Büyükçekmece,11
28100,1986,1,1,42,Büyükçekmece,15
28101,136,0,41,2,Büyükçekmece,18
28102,387,0,1,35,Büyükçekmece,14
28103,387,0,1,35,Büyükçekmece,14
28104,549,4,332,60,Büyükçekmece,11
28105,2031,1,61,0,Büyükçekmece,0
28106,387,0,1,35,Büyükçekmece,14
28107,2031,1,61,0,Büyükçekmece,0
28108,229,1,11,48,Büyükçekmece,0
28109,2031,1,61,0,Büyükçekmece,0
28110,951,1,332,39,Büyükçekmece,0
28111,791,0,1,34,Büyükçekmece,0
28112,1180,4,66,32,Büyükçekmece,13
28113,1488,0,1,38,Büyükçekmece,0
28114,1488,0,1,38,Büyükçekmece,0
28115,1488,0,1,38,Büyükçekmece,0
28116,1432,0,360,37,Büyükçekmece,0
28117,615,1,11,32,Büyükçekmece,15
28118,1578,0,46,0,Büyükçekmece,11
28119,1382,0,232,32,Büyükçekmece,14
28120,1382,0,232,32,Büyükçekmece,14
28121,1832,4,353,60,Büyükçekmece,4
28122,1832,4,353,60,Büyükçekmece,4
28123,442,0,11,1,Büyükçekmece,11
28124,1382,0,232,32,Büyükçekmece,14
28125,1905,4,56,43,Büyükçekmece,14
28126,1432,4,31,0,Büyükçekmece,11
28127,2027,4,1,0,Büyükçekmece,19
28128,1685,1,31,75,Büyükçekmece,0
28129,827,0,41,32,Büyükçekmece,16
