,Fiyat,Oda,Alan,Yas,Konum,Kat
14925,2024,0,6,60,Beylikdüzü,0
14926,310,0,353,40,Beylikdüzü,0
14927,1669,0,64,0,Beylikdüzü,0
14928,310,0,353,40,Beylikdüzü,0
14929,971,0,339,32,Beylikdüzü,0
14930,310,0,353,40,Beylikdüzü,0
14931,1317,3,31,33,Beylikdüzü,0
14932,771,0,1,0,Beylikdüzü,0
14933,1669,0,64,0,Beylikdüzü,0
14934,1317,3,31,33,Beylikdüzü,0
14935,1572,0,77,2,Beylikdüzü,0
14936,1264,3,66,0,Beylikdüzü,0
14937,1809,3,86,0,Beylikdüzü,0
14938,1305,0,26,19,Beylikdüzü,0
14939,1180,1,61,0,Beylikdüzü,0
14940,708,0,366,38,Beylikdüzü,0
14941,1089,4,11,0,Beylikdüzü,0
14942,1331,4,201,23,Beylikdüzü,1
14943,1510,4,11,49,Beylikdüzü,0
14944,1034,0,71,60,Beylikdüzü,0
14945,2058,0,11,23,Beylikdüzü,0
14946,380,0,360,0,Beylikdüzü,0
14947,63,4,1,0,Beylikdüzü,0
14948,478,0,41,0,Beylikdüzü,1
14949,478,0,41,0,Beylikdüzü,1
14950,791,0,353,30,Beylikdüzü,0
14951,791,0,353,30,Beylikdüzü,0
14952,169,0,360,35,Beylikdüzü,0
14953,549,4,16,0,Beylikdüzü,0
14954,1084,3,71,24,Beylikdüzü,0
14955,1411,0,31,0,Beylikdüzü,0
14956,477,0,11,48,Beylikdüzü,0
14957,1731,0,151,2,Beylikdüzü,1
14958,203,0,11,27,Beylikdüzü,0
14959,313,0,11,0,Beylikdüzü,0
14960,143,4,11,0,Beylikdüzü,0
14961,1901,4,26,0,Beylikdüzü,0
14962,609,4,11,75,Beylikdüzü,0
14963,127,0,91,33,Beylikdüzü,0
14964,974,0,46,24,Beylikdüzü,0
14965,414,0,41,4,Beylikdüzü,0
14966,387,0,332,1,Beylikdüzü,1
14967,380,0,360,0,Beylikdüzü,0
14968,1648,1,26,0,Beylikdüzü,0
14969,1576,3,66,0,Beylikdüzü,0
14970,2049,4,21,1,Beylikdüzü,0
14971,1212,0,252,17,Beylikdüzü,0
14972,1104,1,41,27,Beylikdüzü,0
14973,824,0,151,49,Beylikdüzü,0
14974,1024,0,347,4,Beylikdüzü,0
14975,834,1,21,38,Beylikdüzü,0
14976,1957,0,66,38,Beylikdüzü,0
14977,930,0,21,2,Beylikdüzü,0
14978,1341,0,339,60,Beylikdüzü,0
14979,1957,0,66,38,Beylikdüzü,0
14980,930,1,21,0,Beylikdüzü,0
14981,1957,0,66,38,Beylikdüzü,0
14982,1710,1,11,48,Beylikdüzü,0
14983,1367,1,86,19,Beylikdüzü,0
14984,566,1,41,48,Beylikdüzü,0
14985,1367,1,71,60,Beylikdüzü,0
14986,1354,0,16,71,Beylikdüzü,0
14987,1488,0,21,24,Beylikdüzü,0
14988,1045,1,51,24,Beylikdüzü,1
14989,2008,0,31,39,Beylikdüzü,0
14990,1149,1,366,12,Beylikdüzü,0
14991,1648,1,1,67,Beylikdüzü,0
14992,2008,0,31,39,Beylikdüzü,0
14993,529,0,210,24,Beylikdüzü,0
14994,848,0,61,4,Beylikdüzü,0
14995,834,1,21,38,Beylikdüzü,0
14996,322,0,61,0,Beylikdüzü,0
14997,1641,0,26,0,Beylikdüzü,0
14998,1816,3,92,1,Beylikdüzü,0
14999,1149,4,21,23,Beylikdüzü,0
15000,990,0,11,0,Beylikdüzü,1
15001,351,4,16,48,Beylikdüzü,1
15002,853,3,6,34,Beylikdüzü,0
15003,323,1,41,32,Beylikdüzü,0
15004,1572,1,141,0,Beylikdüzü,0
15005,1104,4,61,2,Beylikdüzü,0
15006,1143,3,111,75,Beylikdüzü,0
15007,564,3,41,0,Beylikdüzü,1
15008,963,1,56,35,Beylikdüzü,0
15009,430,0,1,0,Beylikdüzü,0
15010,430,0,1,0,Beylikdüzü,0
15011,870,0,26,37,Beylikdüzü,0
15012,1816,3,92,1,Beylikdüzü,0
15013,1297,0,141,60,Beylikdüzü,0
15014,1124,0,6,0,Beylikdüzü,0
15015,2059,0,39,12,Beylikdüzü,0
15016,1963,1,101,1,Beylikdüzü,0
15017,1317,1,76,17,Beylikdüzü,1
15018,1297,0,141,60,Beylikdüzü,0
15019,738,0,41,60,Beylikdüzü,0
15020,549,0,366,4,Beylikdüzü,0
15021,549,0,366,4,Beylikdüzü,0
15022,827,3,31,24,Beylikdüzü,0
15023,791,0,366,39,Beylikdüzü,0
15024,1049,0,111,38,Beylikdüzü,0
15025,2008,0,31,39,Beylikdüzü,0
15026,673,0,6,0,Beylikdüzü,0
15027,615,1,16,37,Beylikdüzü,0
15028,728,1,366,19,Beylikdüzü,0
15029,73,0,16,23,Beylikdüzü,0
15030,1246,0,81,60,Beylikdüzü,0
15031,673,0,6,0,Beylikdüzü,0
15032,1246,0,81,60,Beylikdüzü,0
15033,673,1,360,48,Beylikdüzü,0
15034,1007,4,61,2,Beylikdüzü,0
15035,902,0,51,71,Beylikdüzü,0
15036,1124,0,11,39,Beylikdüzü,0
15037,1505,1,95,12,Beylikdüzü,0
15038,2124,0,31,0,Beylikdüzü,0
15039,1611,3,16,39,Beylikdüzü,0
15040,1122,0,56,0,Beylikdüzü,0
15041,1330,0,31,54,Beylikdüzü,0
15042,955,3,66,24,Beylikdüzü,0
15043,1196,0,46,0,Beylikdüzü,0
15044,1009,0,46,27,Beylikdüzü,1
15045,1009,0,46,27,Beylikdüzü,1
15046,165,0,136,71,Beylikdüzü,0
15047,1505,1,95,12,Beylikdüzü,0
15048,351,3,11,37,Beylikdüzü,0
15049,1510,4,76,16,Beylikdüzü,0
15050,73,0,16,23,Beylikdüzü,0
15051,516,4,11,0,Beylikdüzü,0
15052,1218,4,70,48,Beylikdüzü,0
15053,2032,1,11,48,Beylikdüzü,0
15054,2008,0,31,39,Beylikdüzü,0
15055,771,0,339,37,Beylikdüzü,0
15056,1374,0,61,60,Beylikdüzü,0
15057,328,0,1,78,Beylikdüzü,0
15058,328,0,1,78,Beylikdüzü,0
15059,1588,4,21,43,Beylikdüzü,0
15060,318,0,21,0,Beylikdüzü,0
15061,902,4,6,0,Beylikdüzü,0
15062,1382,0,341,0,Beylikdüzü,0
15063,1063,0,353,38,Beylikdüzü,0
15064,323,1,41,32,Beylikdüzü,0
15065,119,4,21,43,Beylikdüzü,0
15066,588,4,366,60,Beylikdüzü,0
15067,1815,0,366,37,Beylikdüzü,0
15068,1063,0,353,38,Beylikdüzü,0
15069,1124,0,306,0,Beylikdüzü,0
15070,1444,4,31,0,Beylikdüzü,0
15071,124,4,360,48,Beylikdüzü,0
15072,73,0,16,23,Beylikdüzü,0
15073,1438,4,26,43,Beylikdüzü,0
15074,1438,4,26,43,Beylikdüzü,0
15075,1218,4,70,48,Beylikdüzü,0
15076,2136,4,31,0,Beylikdüzü,0
15077,1104,3,26,40,Beylikdüzü,0
15078,1162,0,339,0,Beylikdüzü,0
15079,516,0,339,60,Beylikdüzü,1
15080,1488,0,81,0,Beylikdüzü,0
15081,1648,0,66,4,Beylikdüzü,0
15082,331,4,11,0,Beylikdüzü,0
15083,1285,3,21,21,Beylikdüzü,0
15084,1738,0,11,38,Beylikdüzü,0
15085,1721,0,10,0,Beylikdüzü,0
15086,615,1,61,75,Beylikdüzü,0
15087,963,0,76,37,Beylikdüzü,0
15088,1637,3,36,0,Beylikdüzü,0
15089,451,0,21,60,Beylikdüzü,0
15090,840,1,360,71,Beylikdüzü,0
15091,1019,1,1,0,Beylikdüzü,0
15092,811,4,11,0,Beylikdüzü,0
15093,991,3,46,27,Beylikdüzü,0
15094,1798,3,46,0,Beylikdüzü,0
15095,680,1,360,39,Beylikdüzü,0
15096,1517,3,160,0,Beylikdüzü,0
15097,834,1,366,23,Beylikdüzü,0
15098,1432,3,41,43,Beylikdüzü,0
15099,1432,3,41,43,Beylikdüzü,0
15100,770,3,11,0,Beylikdüzü,0
15101,1048,0,71,4,Beylikdüzü,0
15102,1184,3,366,0,Beylikdüzü,0
15103,1184,3,366,0,Beylikdüzü,0
15104,1562,1,339,79,Beylikdüzü,0
15105,1562,1,339,79,Beylikdüzü,0
15106,1562,1,339,79,Beylikdüzü,0
15107,1841,4,87,60,Beylikdüzü,0
15108,1111,0,1,48,Beylikdüzü,0
15109,1798,0,31,39,Beylikdüzü,0
15110,1196,0,66,16,Beylikdüzü,0
15111,1197,3,265,31,Beylikdüzü,0
15112,1798,0,31,39,Beylikdüzü,0
15113,1104,0,31,32,Beylikdüzü,0
15114,1367,3,46,2,Beylikdüzü,0
15115,991,0,56,29,Beylikdüzü,0
15116,783,1,366,0,Beylikdüzü,0
15117,63,4,1,0,Beylikdüzü,1
15118,1588,3,15,60,Beylikdüzü,0
15119,1184,3,366,0,Beylikdüzü,0
15120,783,1,366,0,Beylikdüzü,0
15121,1382,1,6,60,Beylikdüzü,0
15122,1285,3,21,21,Beylikdüzü,0
15123,1562,0,31,60,Beylikdüzü,0
15124,313,0,31,0,Beylikdüzü,0
15125,930,0,1,0,Beylikdüzü,0
15126,2049,4,21,1,Beylikdüzü,0
15127,442,0,315,60,Beylikdüzü,0
15128,1789,0,16,39,Beylikdüzü,0
15129,1822,0,113,23,Beylikdüzü,1
15130,1822,0,113,23,Beylikdüzü,1
15131,1024,0,41,78,Beylikdüzü,0
15132,1367,3,41,31,Beylikdüzü,1
15133,1331,4,161,2,Beylikdüzü,0
15134,163,4,77,0,Beylikdüzü,0
15135,387,3,121,30,Beylikdüzü,0
15136,588,0,21,0,Beylikdüzü,0
15137,1637,1,353,37,Beylikdüzü,0
15138,294,0,353,48,Beylikdüzü,0
15139,880,0,3,2,Beylikdüzü,0
15140,1648,0,11,4,Beylikdüzü,0
15141,791,1,339,49,Beylikdüzü,0
15142,615,0,21,0,Beylikdüzü,0
15143,1004,1,56,2,Beylikdüzü,0
15144,1626,0,101,71,Beylikdüzü,0
15145,387,3,121,30,Beylikdüzü,0
15146,1367,3,6,39,Beylikdüzü,0
15147,1367,3,6,39,Beylikdüzü,0
15148,1261,1,11,0,Beylikdüzü,0
15149,1232,1,66,2,Beylikdüzü,0
15150,930,0,338,60,Beylikdüzü,0
15151,1149,0,56,19,Beylikdüzü,0
15152,1637,0,41,38,Beylikdüzü,0
15153,771,0,6,48,Beylikdüzü,1
15154,1648,0,11,4,Beylikdüzü,0
15155,1648,0,61,0,Beylikdüzü,1
15156,905,1,31,31,Beylikdüzü,1
15157,1432,1,76,24,Beylikdüzü,1
15158,1454,1,46,32,Beylikdüzü,0
15159,1168,4,76,23,Beylikdüzü,0
15160,1567,0,81,4,Beylikdüzü,0
15161,470,0,21,0,Beylikdüzü,0
15162,1956,1,355,0,Beylikdüzü,0
15163,728,1,339,1,Beylikdüzü,0
15164,1706,4,46,39,Beylikdüzü,0
15165,378,0,36,48,Beylikdüzü,0
15166,853,1,339,30,Beylikdüzü,0
15167,506,1,1,75,Beylikdüzü,0
15168,1706,3,91,60,Beylikdüzü,1
15169,1068,0,1,37,Beylikdüzü,0
15170,64,0,46,39,Beylikdüzü,0
15171,971,0,366,23,Beylikdüzü,0
15172,1664,1,51,2,Beylikdüzü,0
15173,56,0,66,38,Beylikdüzü,0
15174,1706,3,91,60,Beylikdüzü,1
15175,971,0,56,0,Beylikdüzü,0
15176,1149,0,61,0,Beylikdüzü,0
15177,549,0,26,27,Beylikdüzü,0
15178,1648,0,11,4,Beylikdüzü,0
15179,1706,4,46,39,Beylikdüzü,0
15180,811,1,1,34,Beylikdüzü,0
15181,1185,1,360,49,Beylikdüzü,0
15182,1185,1,360,49,Beylikdüzü,0
15183,1168,4,76,23,Beylikdüzü,0
15184,1185,1,360,49,Beylikdüzü,0
15185,1432,0,46,78,Beylikdüzü,0
15186,470,0,21,0,Beylikdüzü,0
15187,1710,0,11,48,Beylikdüzü,0
15188,629,0,339,48,Beylikdüzü,0
15189,834,1,18,60,Beylikdüzü,0
15190,1611,1,160,60,Beylikdüzü,0
15191,770,0,21,0,Beylikdüzü,0
15192,830,0,46,48,Beylikdüzü,0
15193,873,0,6,33,Beylikdüzü,0
15194,873,0,6,33,Beylikdüzü,0
15195,1620,0,3,2,Beylikdüzü,1
15196,1104,4,76,78,Beylikdüzü,1
15197,1897,1,31,32,Beylikdüzü,0
15198,1620,0,3,2,Beylikdüzü,1
15199,1806,0,86,48,Beylikdüzü,0
15200,1774,0,86,0,Beylikdüzü,0
15201,673,0,360,37,Beylikdüzü,0
15202,232,0,31,23,Beylikdüzü,0
15203,56,4,366,0,Beylikdüzü,0
15204,1470,0,31,0,Beylikdüzü,0
15205,1905,0,51,38,Beylikdüzü,0
15206,356,1,11,78,Beylikdüzü,0
15207,1238,0,41,60,Beylikdüzü,0
15208,1536,0,1,0,Beylikdüzü,0
15209,1523,0,81,16,Beylikdüzü,0
15210,1,0,21,0,Beylikdüzü,0
15211,1347,0,11,48,Beylikdüzü,0
15212,1327,1,76,16,Beylikdüzü,0
15213,601,0,81,37,Beylikdüzü,0
15214,980,4,360,39,Beylikdüzü,0
15215,1297,4,360,60,Beylikdüzü,0
15216,980,4,360,39,Beylikdüzü,0
15217,2008,0,366,37,Beylikdüzü,0
15218,2008,0,366,37,Beylikdüzü,0
15219,1962,0,6,23,Beylikdüzü,0
15220,685,0,16,0,Beylikdüzü,0
15221,1292,0,6,71,Beylikdüzü,0
15222,1238,0,41,60,Beylikdüzü,0
15223,549,4,347,0,Beylikdüzü,0
15224,13,0,91,1,Beylikdüzü,0
15225,13,0,91,1,Beylikdüzü,0
15226,13,0,91,1,Beylikdüzü,0
15227,477,0,1,78,Beylikdüzü,0
15228,1196,0,56,33,Beylikdüzü,0
15229,588,0,360,2,Beylikdüzü,0
15230,2031,0,21,48,Beylikdüzü,0
15231,1285,0,51,30,Beylikdüzü,0
15232,902,4,21,4,Beylikdüzü,0
15233,1905,0,51,38,Beylikdüzü,0
15234,902,4,21,4,Beylikdüzü,0
15235,2018,4,1,1,Beylikdüzü,0
15236,1068,0,51,39,Beylikdüzü,0
15237,615,1,26,32,Beylikdüzü,0
15238,1317,0,81,48,Beylikdüzü,0
15239,549,0,360,2,Beylikdüzü,0
15240,1211,1,335,60,Beylikdüzü,0
15241,839,0,61,17,Beylikdüzü,0
15242,1523,0,121,19,Beylikdüzü,0
15243,1024,1,353,60,Beylikdüzü,0
15244,1750,4,121,37,Beylikdüzü,0
15245,1264,0,36,38,Beylikdüzü,0
15246,1695,1,38,60,Beylikdüzü,1
15247,1695,1,38,60,Beylikdüzü,1
15248,477,1,366,38,Beylikdüzü,0
15249,1695,1,38,60,Beylikdüzü,1
15250,615,1,31,21,Beylikdüzü,0
15251,615,1,31,21,Beylikdüzü,0
15252,1048,1,337,37,Beylikdüzü,0
15253,1576,4,16,0,Beylikdüzü,0
15254,18,4,121,0,Beylikdüzü,0
15255,1655,1,61,0,Beylikdüzü,0
15256,951,1,16,23,Beylikdüzü,0
15257,951,1,16,23,Beylikdüzü,0
15258,972,4,101,60,Beylikdüzü,0
15259,1024,1,353,60,Beylikdüzü,0
15260,506,0,339,37,Beylikdüzü,0
15261,1048,1,46,24,Beylikdüzü,0
15262,1572,0,26,48,Beylikdüzü,0
15263,388,0,81,78,Beylikdüzü,0
15264,1664,0,360,0,Beylikdüzü,0
15265,1122,0,26,37,Beylikdüzü,0
15266,930,1,21,60,Beylikdüzü,0
15267,588,1,366,35,Beylikdüzü,0
15268,1285,0,61,48,Beylikdüzü,0
15269,335,0,21,0,Beylikdüzü,0
15270,1593,0,51,38,Beylikdüzü,0
15271,1363,0,46,27,Beylikdüzü,1
15272,1536,1,366,0,Beylikdüzü,1
15273,1874,1,366,0,Beylikdüzü,0
15274,1341,0,26,0,Beylikdüzü,0
15275,1488,0,360,0,Beylikdüzü,0
15276,1124,0,1,0,Beylikdüzü,0
15277,881,0,21,0,Beylikdüzü,0
15278,1775,0,41,27,Beylikdüzü,0
15279,538,0,16,36,Beylikdüzü,0
15280,1223,1,36,34,Beylikdüzü,0
15281,285,0,1,48,Beylikdüzü,0
15282,1578,0,46,78,Beylikdüzü,0
15283,1382,0,36,39,Beylikdüzü,0
15284,1285,0,31,0,Beylikdüzü,0
15285,1125,0,141,0,Beylikdüzü,0
15286,1125,0,141,0,Beylikdüzü,0
15287,1125,0,141,0,Beylikdüzü,0
15288,278,1,360,38,Beylikdüzü,0
15289,991,0,21,0,Beylikdüzü,0
15290,510,1,322,78,Beylikdüzü,0
15291,998,0,360,60,Beylikdüzü,0
15292,1809,0,111,27,Beylikdüzü,1
15293,388,4,51,78,Beylikdüzü,0
15294,388,4,51,78,Beylikdüzü,0
15295,950,4,56,48,Beylikdüzü,0
15296,832,1,16,23,Beylikdüzü,0
15297,549,0,366,75,Beylikdüzü,0
15298,1517,0,76,0,Beylikdüzü,0
15299,1367,0,46,8,Beylikdüzü,0
15300,1354,1,66,4,Beylikdüzü,0
15301,930,1,315,48,Beylikdüzü,0
15302,1721,0,111,0,Beylikdüzü,0
15303,1089,1,51,24,Beylikdüzü,1
15304,278,1,1,27,Beylikdüzü,0
15305,1211,1,56,37,Beylikdüzü,0
15306,853,0,56,0,Beylikdüzü,0
15307,1382,0,21,38,Beylikdüzü,0
15308,549,0,11,8,Beylikdüzü,0
15309,1238,0,21,0,Beylikdüzü,0
15310,930,0,347,32,Beylikdüzü,0
15311,506,0,339,37,Beylikdüzü,0
15312,1721,0,111,0,Beylikdüzü,0
15313,388,0,81,78,Beylikdüzü,0
15314,1048,0,121,1,Beylikdüzü,0
15315,1832,0,45,4,Beylikdüzü,0
15316,1846,0,1,23,Beylikdüzü,0
15317,1832,0,45,4,Beylikdüzü,0
15318,184,1,51,0,Beylikdüzü,0
15319,1149,0,1,0,Beylikdüzü,0
15320,1963,0,84,60,Beylikdüzü,0
15321,1552,0,69,1,Beylikdüzü,0
15322,225,0,11,0,Beylikdüzü,0
15323,1826,0,248,16,Beylikdüzü,1
15324,2008,0,232,0,Beylikdüzü,0
15325,1979,0,46,60,Beylikdüzü,0
15326,492,1,41,48,Beylikdüzü,0
15327,1685,0,31,33,Beylikdüzü,0
15328,951,0,21,23,Beylikdüzü,0
15329,1578,0,101,48,Beylikdüzü,0
15330,1706,0,241,19,Beylikdüzü,1
15331,800,0,31,0,Beylikdüzü,0
15332,1832,0,45,4,Beylikdüzü,0
15333,1572,0,26,48,Beylikdüzü,0
15334,1264,0,61,0,Beylikdüzü,0
15335,1648,1,51,33,Beylikdüzü,0
15336,198,0,36,0,Beylikdüzü,0
15337,811,0,56,0,Beylikdüzü,0
15338,549,0,347,38,Beylikdüzü,0
15339,549,0,347,38,Beylikdüzü,0
15340,1136,1,11,19,Beylikdüzü,0
15341,588,1,21,27,Beylikdüzü,0
15342,2055,1,11,0,Beylikdüzü,0
15343,1536,0,353,4,Beylikdüzü,0
15344,913,1,81,0,Beylikdüzü,0
15345,1124,1,353,0,Beylikdüzü,0
15346,1765,0,56,75,Beylikdüzü,1
15347,1491,0,36,48,Beylikdüzü,0
15348,703,1,111,0,Beylikdüzü,0
15349,169,1,11,0,Beylikdüzü,0
15350,1348,0,101,27,Beylikdüzü,1
15351,1124,1,353,0,Beylikdüzü,0
15352,1809,0,16,48,Beylikdüzü,0
15353,649,1,6,0,Beylikdüzü,0
15354,1048,1,360,17,Beylikdüzü,0
15355,1149,1,81,37,Beylikdüzü,0
15356,1149,1,81,37,Beylikdüzü,0
15357,1702,0,51,34,Beylikdüzü,1
15358,588,0,21,48,Beylikdüzü,0
15359,902,0,16,2,Beylikdüzü,0
15360,1048,0,360,39,Beylikdüzü,0
15361,649,1,6,0,Beylikdüzü,0
15362,1884,0,61,78,Beylikdüzü,0
15363,1206,0,61,2,Beylikdüzü,1
15364,314,0,103,23,Beylikdüzü,0
15365,1367,0,11,60,Beylikdüzü,0
15366,1297,1,360,19,Beylikdüzü,0
15367,514,0,11,0,Beylikdüzü,0
15368,649,0,1,0,Beylikdüzü,0
15369,640,1,6,0,Beylikdüzü,0
15370,1491,0,36,48,Beylikdüzü,0
15371,1884,1,56,71,Beylikdüzü,0
15372,1884,1,56,71,Beylikdüzü,0
15373,1750,0,51,33,Beylikdüzü,0
15374,1488,0,111,0,Beylikdüzü,0
15375,97,0,86,37,Beylikdüzü,0
15376,1330,0,86,4,Beylikdüzü,0
15377,1706,1,151,48,Beylikdüzü,0
15378,2049,1,38,23,Beylikdüzü,0
15379,1335,1,101,12,Beylikdüzü,0
15380,2049,1,38,23,Beylikdüzü,0
15381,930,0,41,45,Beylikdüzü,0
15382,1086,0,16,0,Beylikdüzü,0
15383,1962,1,11,23,Beylikdüzü,0
15384,34,0,36,0,Beylikdüzü,0
15385,442,0,11,48,Beylikdüzü,0
15386,1039,0,56,2,Beylikdüzü,1
15387,97,0,86,37,Beylikdüzü,0
15388,147,1,1,60,Beylikdüzü,0
15389,1721,0,71,39,Beylikdüzü,0
15390,811,0,322,30,Beylikdüzü,1
15391,1884,1,56,71,Beylikdüzü,0
15392,1884,1,56,71,Beylikdüzü,0
15393,545,1,11,60,Beylikdüzü,0
15394,1488,0,151,60,Beylikdüzü,0
15395,1912,0,111,0,Beylikdüzü,0
15396,451,0,21,71,Beylikdüzü,0
15397,451,0,21,71,Beylikdüzü,0
15398,1033,1,360,78,Beylikdüzü,0
15399,1517,1,322,12,Beylikdüzü,0
15400,1354,0,76,4,Beylikdüzü,1
15401,1024,1,26,48,Beylikdüzü,0
15402,147,1,1,60,Beylikdüzü,0
15403,1840,0,1,1,Beylikdüzü,0
15404,1241,0,36,75,Beylikdüzü,0
15405,811,0,322,30,Beylikdüzü,1
15406,1406,0,19,37,Beylikdüzü,0
15407,198,0,36,0,Beylikdüzü,0
15408,1264,1,353,23,Beylikdüzü,0
15409,902,1,11,32,Beylikdüzü,1
15410,1068,0,86,0,Beylikdüzü,0
15411,902,0,315,39,Beylikdüzü,0
15412,352,0,61,48,Beylikdüzü,0
15413,1009,0,11,48,Beylikdüzü,0
15414,2106,0,91,30,Beylikdüzü,0
15415,2106,0,91,30,Beylikdüzü,0
15416,1825,0,366,1,Beylikdüzü,0
15417,514,1,46,78,Beylikdüzü,0
15418,1784,4,36,33,Beylikdüzü,0
15419,367,1,11,2,Beylikdüzü,0
15420,1596,1,21,75,Beylikdüzü,0
15421,1596,1,21,75,Beylikdüzü,0
15422,302,4,6,0,Beylikdüzü,0
15423,302,0,6,0,Beylikdüzü,0
15424,367,1,11,2,Beylikdüzü,0
15425,278,1,36,0,Beylikdüzü,0
15426,902,0,315,39,Beylikdüzü,0
15427,1476,0,46,31,Beylikdüzü,0
15428,1068,1,21,60,Beylikdüzü,0
15429,1048,1,36,43,Beylikdüzü,0
15430,198,0,36,0,Beylikdüzü,0
15431,1068,0,51,39,Beylikdüzü,0
15432,1488,1,31,16,Beylikdüzü,0
15433,272,1,51,30,Beylikdüzü,0
15434,902,0,315,39,Beylikdüzü,0
15435,2105,0,322,38,Beylikdüzü,0
15436,1154,4,31,38,Beylikdüzü,0
15437,834,0,11,60,Beylikdüzü,0
15438,1264,4,99,0,Beylikdüzü,0
15439,394,4,16,0,Beylikdüzü,0
15440,930,0,322,0,Beylikdüzü,0
15441,1784,4,36,33,Beylikdüzü,0
15442,791,0,21,27,Beylikdüzü,0
15443,1285,1,356,1,Beylikdüzü,0
15444,1637,0,36,0,Beylikdüzü,0
15445,991,1,360,75,Beylikdüzü,0
15446,1382,0,360,48,Beylikdüzü,0
15447,1905,0,91,0,Beylikdüzü,0
15448,1367,0,46,43,Beylikdüzü,0
15449,902,0,71,71,Beylikdüzü,0
15450,671,0,353,1,Beylikdüzü,0
15451,1149,0,21,0,Beylikdüzü,0
15452,1245,0,51,2,Beylikdüzü,0
15453,1454,0,46,16,Beylikdüzü,0
15454,1488,0,81,0,Beylikdüzü,0
15455,902,1,11,32,Beylikdüzü,1
15456,902,1,11,32,Beylikdüzü,1
15457,927,1,16,0,Beylikdüzü,0
15458,1180,1,339,48,Beylikdüzü,0
15459,965,1,61,12,Beylikdüzü,1
15460,1382,0,306,60,Beylikdüzü,0
15461,1264,0,101,8,Beylikdüzü,0
15462,147,1,21,1,Beylikdüzü,0
15463,1264,0,101,8,Beylikdüzü,0
15464,1180,0,76,24,Beylikdüzü,1
15465,1180,0,347,1,Beylikdüzü,0
15466,1454,1,27,23,Beylikdüzü,0
15467,378,1,46,48,Beylikdüzü,0
15468,378,1,46,48,Beylikdüzü,0
15469,901,1,11,60,Beylikdüzü,0
15470,956,0,366,81,Beylikdüzü,0
15471,771,0,360,60,Beylikdüzü,0
15472,951,0,11,19,Beylikdüzü,0
15473,1648,1,218,17,Beylikdüzü,1
15474,1264,1,101,23,Beylikdüzü,0
15475,1648,1,218,17,Beylikdüzü,1
15476,1341,0,339,0,Beylikdüzü,1
15477,853,0,31,36,Beylikdüzü,0
15478,1951,1,21,60,Beylikdüzü,0
15479,963,0,21,60,Beylikdüzü,0
15480,294,0,6,0,Beylikdüzü,0
15481,1246,0,11,48,Beylikdüzü,0
15482,971,0,31,60,Beylikdüzü,0
15483,1253,0,51,16,Beylikdüzü,0
15484,278,1,36,0,Beylikdüzü,0
15485,1588,0,71,32,Beylikdüzü,0
15486,1588,0,71,32,Beylikdüzü,0
15487,1588,0,71,32,Beylikdüzü,0
15488,477,0,347,60,Beylikdüzü,0
15489,1317,0,91,24,Beylikdüzü,0
15490,279,0,81,24,Beylikdüzü,0
15491,1196,0,21,32,Beylikdüzü,0
15492,1562,0,76,18,Beylikdüzü,0
15493,1573,0,121,16,Beylikdüzü,0
15494,1196,0,21,32,Beylikdüzü,0
15495,1962,0,1,23,Beylikdüzü,0
15496,1573,0,121,16,Beylikdüzü,0
15497,834,1,18,60,Beylikdüzü,0
15498,615,1,46,24,Beylikdüzü,0
15499,881,1,1,71,Beylikdüzü,0
15500,1024,1,360,4,Beylikdüzü,0
15501,1162,1,121,60,Beylikdüzü,0
15502,1232,1,66,29,Beylikdüzü,0
15503,1232,1,66,29,Beylikdüzü,0
15504,1305,1,61,17,Beylikdüzü,0
15505,930,4,6,0,Beylikdüzü,0
15506,1354,1,21,60,Beylikdüzü,0
15507,2026,0,21,1,Beylikdüzü,0
15508,1444,1,46,78,Beylikdüzü,0
15509,2008,1,91,37,Beylikdüzü,0
15510,1488,1,176,21,Beylikdüzü,1
15511,1637,4,1,39,Beylikdüzü,0
15512,1488,1,41,48,Beylikdüzü,0
15513,1488,1,41,48,Beylikdüzü,0
15514,1488,1,41,48,Beylikdüzü,0
15515,2008,1,91,37,Beylikdüzü,0
15516,1341,0,91,16,Beylikdüzü,0
15517,477,0,21,21,Beylikdüzü,0
15518,930,0,347,2,Beylikdüzü,0
15519,1367,1,366,71,Beylikdüzü,0
15520,649,1,41,60,Beylikdüzü,0
15521,378,4,51,75,Beylikdüzü,0
15522,1685,4,66,81,Beylikdüzü,0
15523,918,0,6,33,Beylikdüzü,1
15524,918,0,6,33,Beylikdüzü,1
15525,378,4,51,75,Beylikdüzü,0
15526,1246,0,1,48,Beylikdüzü,0
15527,2124,0,1,1,Beylikdüzü,0
15528,834,1,101,81,Beylikdüzü,0
15529,549,1,36,32,Beylikdüzü,0
15530,1488,0,26,48,Beylikdüzü,0
15531,584,0,1,1,Beylikdüzü,0
15532,1136,0,71,1,Beylikdüzü,0
15533,1354,0,46,0,Beylikdüzü,0
15534,1562,0,353,2,Beylikdüzü,0
15535,971,0,21,0,Beylikdüzü,0
15536,378,4,51,75,Beylikdüzü,0
15537,1149,0,71,0,Beylikdüzü,0
15538,1264,0,11,39,Beylikdüzü,0
15539,1223,0,121,0,Beylikdüzü,0
15540,1180,0,26,48,Beylikdüzü,0
15541,1317,4,56,71,Beylikdüzü,0
15542,703,4,26,0,Beylikdüzü,0
